scene	target	cand	class_1	repro	picked	max_secs	detail_1
i4-2-grid-stop	opp_repro_56_zvt	56	結果なし	結果なし		0.0	場合 0: adapter: zvt(8509990e)(再現): stop_loss_pct: 指値・逆指値の注文の型が無い(注文は long / short / close_long / close_short だけ: src/zvt/trader/sim_account.py(8509990e) 514-540 行) / 足ごとの資産の系列は読んだ範囲(sim_account.py)に無い(on_trading_close は日足の終値で建玉を評価する: 235-300 行)
i4-2-grid-stop	opp_repro_69_gobacktest	69	結果なし	結果なし		0.0	場合 0: adapter: gobacktest(719cff68)(再現): stop_loss_pct: 待つ注文(指値・逆指値)が無い(Exchange.OnData は何もしない: gobacktest(719cff68) execution.go 29-32 行、注文の指値は読まれない) / 足ごとの資産(statistic.go 71 行 Update)は再現していない(この場面集で資産を求める場面は、どれも gobacktest に無い口 = 逆指値・持ち越し・指標 も求める)
i4-2-grid-stop	opp_repro_11_octobot	11	結果なし	結果なし		0.0	場合 0: adapter: OctoBot-Trading(1ad2f4d6)(再現): 足ごとの資産の系列は読んだ範囲に無い
i4-2-grid-stop	opp_repro_7_superalgos	7	結果なし	結果なし		0.0	場合 0: adapter: Superalgos(9f0fb59e)(再現): 足ごとの資産の系列は読んだ範囲に無い
i4-2-grid-stop	opp_repro_52_lean	52	結果なし	結果なし		0.0	場合 0: adapter: QuantConnect LEAN FillModel(b1337938)(再現): 再現していない: 足ごとの資産は SecurityPortfolioManager の外の結果の処理にあり、読んでいない
i4-2-grid-stop	opp_repro_57_wondertrader	57	結果なし	結果なし		0.0	場合 0: adapter: WonderTrader CtaMocker(08b230dd)(再現): 再現していない: 足ごとの資産(動的損益の記録)は読んでいない
i4-2-grid-stop	opp_repro_94_mote	94	結果なし	結果なし		0.0	場合 0: adapter: mote/backtest(15bb9f1a)(再現): 再現していない: 資産の記録 eqvals(update_eqvals 774-775 行 = 現金 + 建玉の値)は読んだが再現していない(この場面集で資産を求める場面は、どれも mote に無い口 = 手数料・持ち越し・指標 も求める)
i4-2-grid-stop	opp_repro_80_hummingbot	80	結果なし	結果なし		0.0	場合 0: adapter: Hummingbot strategy_v2 backtesting(9af100d6)(再現): 再現していない: 行ごとの net_pnl_quote(45 行)から資産の系列を作る結果の処理は読んでいない
i4-2-grid-stop	opp_repro_61_barter	61	結果なし	結果なし		0.0	場合 0: adapter: barter-rs MockExchange(9770b27a)(再現): stop_loss_pct: 成行しか無い(validate_order_kind_supported: barter-execution/src/exchange/mock/mod.rs(9770b27a) 396-407 行、取消の要求には「only Market orders are supported」: 119 行) / 足ごとの資産の系列は読んだ範囲(mock)に無い
i4-2-grid-tp	opp_backtrader	2	不一致	2 回の実行で同じ		0.078	場合 0: 不変条件: I1: 約定 6 は OPEN_* のはずが CLOSE_LONG
i4-2-grid-tp	opp_backtesting	55	正解と一致	2 回の実行で同じ	選んだ	0.193	16 の場合すべて
i4-2-grid-tp	opp_vectorbt	73	正解と一致	2 回の実行で同じ		0.135	16 の場合すべて
i4-2-grid-tp	opp_pyalgotrade	122	正解と一致	2 回の実行で同じ		0.011	16 の場合すべて
i4-2-grid-tp	opp_pybroker	4	不一致	2 回の実行で同じ		0.248	場合 2: 不変条件: I11: 足 15 の始値で建玉が無く、足 14 の BUY が許されているのに、足 15 で建っていない
i4-2-grid-tp	opp_luczinsritter	16	結果なし	結果なし		0.0	場合 0: adapter: Luczinsritter/event_driven_backtesting_engine (commit 2092992): take_profit_pct: 指値・逆指値の注文の口を探したが無い(注文は enter_long / enter_short / close_position の 3 つだけ: backtest_engine.py 74・92・110 行) / 資産の推移を出す口を探したが無い(print_wealth は印字だけ: 69-72 行)
i4-2-grid-tp	opp_vnpy	20	結果なし	結果なし		0.0	場合 0: adapter: VnPy 4.4.0 + vnpy_ctastrategy 1.4.1 (BAR): 決済ごとの損益の口を探したが無い(engine.trades は約定、calculate_result は日次の損益) / 足ごとの資産の推移の口を探したが無い(DailyResult は日次)
i4-2-grid-tp	opp_basana	1	結果なし	結果なし		0.0	場合 0: adapter: Basana 1.11: 決済ごとの損益の口を探したが無い(残高の出入りだけ) / 足ごとの資産の推移の口を探したが無い
i4-2-grid-tp	opp_bt	5	結果なし	結果なし		0.0	場合 0: adapter: bt 1.2.3: take_profit_pct: 指値・逆指値の注文の口を探したが無い(bt の取引は日時の値での数量: Strategy.transact) / 決済ごとの損益の口を探したが無い(get_transactions は約定の値と数量) / 足の終値での資産の推移を出す口が無い(渡すのは始値の表で、values は始値での評価)
i4-2-grid-tp	opp_qtradex	72	結果なし	結果なし		0.0	場合 0: adapter: QTradeX 1.8.0: take_profit_pct: 待つ注文(指値・逆指値)の口を探したが無い(合図は 1 本の足でだけ効く: backtest.py 55-96 行) / 決済ごとの損益の口を探したが無い(operation.profit は財布の価値の比) / 足ごとの資産の推移を出す口が無い(states の balances は残高)
i4-2-grid-tp	opp_ziplime	6	結果なし	結果なし		0.0	場合 0: adapter: ziplime 1.19.16: take_profit_pct: この adapter は成行だけを送る(ziplime.finance.execution の LimitOrder / StopOrder は在るが、決済の水準の管理と時間切れの取消を道具の口で書いていない) / 決済ごとの損益の口を探したが無い / 足ごとの資産の推移をこの adapter は取り出していない
i4-2-grid-tp	opp_qstrader	121	結果なし	結果なし		0.0	場合 0: adapter: QSTrader 0.3.0: 戦略は AlphaModel が日付ごとに目標の重みを返す形で(qstrader/alpha_model/alpha_model.py 13・22 行)、合図の足の次の始値に注文を送る口・数量や名目額で建てる口・逆指値や指値の口を探したが無い。データは日足の CSV(CSVDailyBarDataSource)で、1 分・1 時間の足を受けない
i4-2-grid-tp	opp_finmarketpy	54	結果なし	結果なし		0.0	場合 0: adapter: finmarketpy 0.11.19: Backtest.calculate_trading_PnL(br, asset_a_df, signal_df, contract_value_df, run_in_parallel)(backtest/backtestengine.py 121 行)は価格の表と建玉の割合の表から収益率の系列を出す形で、注文(種類・値・数量・時刻)・約定の記録・決済ごとの損益を返す口を探したが無い
i4-2-grid-tp	opp_pysystemtrade	3	結果なし	結果なし		0.0	場合 0: adapter: PySystemtrade (commit 8958c49c): 注文の模擬は fill_list_of_simple_orders(list_of_orders, fill_datetime, market_price) に 1 つの値を渡す形(systems/accounts/order_simulator/fills_and_orders.py、SimpleOrder は整数の数量)で、足の OHLC を受けて次の足の始値で約定させる口・逆指値・時間切れの口を探したが無い(注文の模擬器は価格の系列 1 本の次の値で約定を決める: pandl_order_si
i4-2-grid-tp	opp_qlib	21	結果なし	結果なし		0.0	場合 0: adapter: Qlib (pyqlib 0.9.7): 注文は qlib.backtest.decision.Order(stock_id, amount, direction, start_time, end_time)(decision.py 37-62 行)で値・逆指値・時間切れの欄が無く、足は qlib の自前のデータの形(dump_bin で作る bin。配布物に CSV の読み口が無い: 項目 1 の記録)からしか読まない。メモリ上の足を渡す口を探したが無い
i4-2-grid-tp	opp_hftbacktest	23	結果なし	結果なし		0.0	場合 0: adapter: hftbacktest 2.4.4: 入力は板の深さと約定の事象(BacktestAsset.data、HashMapMarketDepthBacktest: hftbacktest/__init__.py 118・189 行)で、足(OHLC)を受ける口を探したが無い。足を事象に作り直すのは adapter の計算になる
i4-2-grid-tp	opp_pytrendfollow	87	結果なし	結果なし		0.0	場合 0: adapter: PyTrendFollow (commit 439232ae): trading.accountcurve.accountCurve(instruments, positions=..., panama_prices=...) は建玉の系列と価格の系列から収益の式 4 本を出す形で(項目 2 の記録)、注文・約定の記録・決済ごとの損益を返す口を探したが無い
i4-2-grid-tp	opp_pybotters	12	結果なし	結果なし		0.0	場合 0: adapter: pybotters 1.11.2: 取引所の API の client と DataStore だけで、バックテスト(模擬の時刻・注文・約定)の口を探したが無い(項目 0・1 の記録)
i4-2-grid-tp	opp_freqtrade	75	結果なし	結果なし		0.0	場合 0: adapter: Freqtrade 2026.8: Backtesting(config) は取引所の口を作り(optimize/backtesting.py 170 行 ExchangeResolver.load_exchange)、その初期化で ccxt の load_markets を呼ぶ(exchange/exchange.py 302・472・689-713 行 = ネットワーク)。外部に何も渡さない規則のもとで取引所の市場の情報なしに走らせる口を探したが無い
i4-2-grid-tp	opp_pm_backtester	92	対応なし	2 回の実行で同じ		0.0	場合 0: MarketSnapshot: ValueError: mid_price must be within [0, 1]
i4-2-grid-tp	opp_rqalpha	53	結果なし	結果なし		0.0	場合 0: adapter: rqalpha 6.4.0: take_profit_pct: この adapter は成行だけを送る(逆指値の注文は道具に無い。LimitOrder は在るが、決済の水準の管理と時間切れの取消を道具の口で書いていない) / 決済ごとの損益の口を探したが無い(EVENT.TRADE は約定) / 足ごとの資産の推移をこの adapter は取り出していない
i4-2-grid-tp	opp_pineforge	70	結果なし	結果なし		0.0	場合 0: adapter: PineForge (commit 5e62602c, native C API): take_profit_pct: この driver は要求を走らせる前に決めるので、約定を見てから置く注文(待つ指値・約定値からの逆指値・利確)を渡せない(道具の C API には LIMIT / STOP の trigger がある: 項目 2 の driver が使った) / 決済ごとの損益の口を探したが無い(report の取引は entry・qty・commission) / 足ごとの資産の推移の口を探したが無い
i4-2-grid-tp	opp_quanttrader	68	結果なし	結果なし		0.0	場合 0: adapter: quanttrader 0.5.5: 決済ごとの損益を出す口を探したが無い(結果は df_trades の約定と df_positions) / 足の終値での資産を出す口を探したが無い(_equity は各足の注文の前に記録: backtest_engine.py 109-111 行)
i4-2-grid-tp	opp_fast_trade	10	結果なし	結果なし		0.0	場合 0: adapter: fast-trade 2.1.0: run_backtest(backtest, df=) は規則の表(enter / exit の条件)を OHLCV の表の全体に当てて評価し、取引は残高の全部を足の終値で行い、手数料は 1 つの comission の率(run_backtest.py 79・209 行、項目 2 の読み)。数量・名目額・注文の時刻・次の足の始値・指値・逆指値を渡す口を探したが無い
i4-2-grid-tp	opp_qflib	62	結果なし	結果なし		0.0	場合 0: adapter: qf-lib 4.0.7: take_profit_pct: 指値の注文の型を探したが無い(order/execution_style.py の型は MarketOrder・MarketOnCloseOrder・StopOrder の 3 つ) / 足ごとの資産の系列を探したが無い(portfolio_eod_series は日の終わりの値)
i4-2-grid-tp	opp_zipline_reloaded	18	結果なし	結果なし		0.0	場合 0: adapter: zipline-reloaded 3.1.1: 決済ごとの損益を出す口を探したが無い(結果は transactions と portfolio_value)
i4-2-grid-tp	opp_repro_67_lumibot	67	結果なし	結果なし		0.0	場合 0: adapter: lumibot(6b4ebeda)(再現): 足ごとの資産の系列を出す口は読んだ範囲(backtesting_broker.py・order.py)に無い
i4-2-grid-tp	opp_repro_60_hikyuu	60	結果なし	結果なし		0.0	場合 0: adapter: Hikyuu System(5a1dedbd)(再現): 再現していない: 資産の曲線(getFundsCurve)は読んでいない
i4-2-grid-tp	opp_repro_15_backtestingcore	15	不一致	2 回の実行で同じ		0.002	場合 0: 不変条件: I3: 往復 1 の決済(足 12)が建て(足 12)より後でない
i4-2-grid-tp	opp_repro_8_opentrader	8	結果なし	結果なし		0.0	場合 0: adapter: OpenTrader(8b8e2459)(再現): 足ごとの資産の系列を出す口が無い(報告は注文の表と合計の損益: backtesting-report.ts 24-75 行)
i4-2-grid-tp	opp_repro_56_zvt	56	結果なし	結果なし		0.0	場合 0: adapter: zvt(8509990e)(再現): take_profit_pct: 指値・逆指値の注文の型が無い(注文は long / short / close_long / close_short だけ: src/zvt/trader/sim_account.py(8509990e) 514-540 行) / 足ごとの資産の系列は読んだ範囲(sim_account.py)に無い(on_trading_close は日足の終値で建玉を評価する: 235-300 行)
i4-2-grid-tp	opp_repro_69_gobacktest	69	結果なし	結果なし		0.0	場合 0: adapter: gobacktest(719cff68)(再現): take_profit_pct: 待つ注文(指値・逆指値)が無い(Exchange.OnData は何もしない: gobacktest(719cff68) execution.go 29-32 行、注文の指値は読まれない) / 足ごとの資産(statistic.go 71 行 Update)は再現していない(この場面集で資産を求める場面は、どれも gobacktest に無い口 = 逆指値・持ち越し・指標 も求める)
i4-2-grid-tp	opp_repro_11_octobot	11	結果なし	結果なし		0.0	場合 0: adapter: OctoBot-Trading(1ad2f4d6)(再現): 足ごとの資産の系列は読んだ範囲に無い
i4-2-grid-tp	opp_repro_7_superalgos	7	結果なし	結果なし		0.0	場合 0: adapter: Superalgos(9f0fb59e)(再現): 足ごとの資産の系列は読んだ範囲に無い
i4-2-grid-tp	opp_repro_52_lean	52	結果なし	結果なし		0.0	場合 0: adapter: QuantConnect LEAN FillModel(b1337938)(再現): 再現していない: 足ごとの資産は SecurityPortfolioManager の外の結果の処理にあり、読んでいない
i4-2-grid-tp	opp_repro_57_wondertrader	57	結果なし	結果なし		0.0	場合 0: adapter: WonderTrader CtaMocker(08b230dd)(再現): 再現していない: 足ごとの資産(動的損益の記録)は読んでいない
i4-2-grid-tp	opp_repro_94_mote	94	結果なし	結果なし		0.0	場合 0: adapter: mote/backtest(15bb9f1a)(再現): 再現していない: 資産の記録 eqvals(update_eqvals 774-775 行 = 現金 + 建玉の値)は読んだが再現していない(この場面集で資産を求める場面は、どれも mote に無い口 = 手数料・持ち越し・指標 も求める)
i4-2-grid-tp	opp_repro_80_hummingbot	80	結果なし	結果なし		0.0	場合 0: adapter: Hummingbot strategy_v2 backtesting(9af100d6)(再現): 再現していない: 行ごとの net_pnl_quote(45 行)から資産の系列を作る結果の処理は読んでいない
i4-2-grid-tp	opp_repro_61_barter	61	結果なし	結果なし		0.0	場合 0: adapter: barter-rs MockExchange(9770b27a)(再現): take_profit_pct: 成行しか無い(validate_order_kind_supported: barter-execution/src/exchange/mock/mod.rs(9770b27a) 396-407 行、取消の要求には「only Market orders are supported」: 119 行) / 足ごとの資産の系列は読んだ範囲(mock)に無い
i4-2-grid-maker	opp_backtrader	2	正解と一致	2 回の実行で同じ	選んだ	0.071	16 の場合すべて
i4-2-grid-maker	opp_backtesting	55	正解と一致	2 回の実行で同じ		0.18	16 の場合すべて
i4-2-grid-maker	opp_vectorbt	73	結果なし	結果なし		0.004	場合 0: adapter: vectorbt 1.1.0: execution: from_signals に指値(値を決めて待つ注文)の口を探したが無い(portfolio/base.py 2048-2110 行の引数に limit・order_type 無し)
i4-2-grid-maker	opp_pyalgotrade	122	正解と一致	2 回の実行で同じ		0.01	16 の場合すべて
i4-2-grid-maker	opp_pybroker	4	対応なし	2 回の実行で同じ		0.051	場合 2: RuntimeError: dictionary changed size during iteration
i4-2-grid-maker	opp_luczinsritter	16	結果なし	結果なし		0.0	場合 0: adapter: Luczinsritter/event_driven_backtesting_engine (commit 2092992): execution: 指値・逆指値の注文の口を探したが無い(注文は enter_long / enter_short / close_position の 3 つだけ: backtest_engine.py 74・92・110 行) / 資産の推移を出す口を探したが無い(print_wealth は印字だけ: 69-72 行)
i4-2-grid-maker	opp_vnpy	20	結果なし	結果なし		0.0	場合 0: adapter: VnPy 4.4.0 + vnpy_ctastrategy 1.4.1 (BAR): 決済ごとの損益の口を探したが無い(engine.trades は約定、calculate_result は日次の損益) / 足ごとの資産の推移の口を探したが無い(DailyResult は日次)
i4-2-grid-maker	opp_basana	1	結果なし	結果なし		0.0	場合 0: adapter: Basana 1.11: 決済ごとの損益の口を探したが無い(残高の出入りだけ) / 足ごとの資産の推移の口を探したが無い
i4-2-grid-maker	opp_bt	5	結果なし	結果なし		0.0	場合 0: adapter: bt 1.2.3: execution: 指値・逆指値の注文の口を探したが無い(bt の取引は日時の値での数量: Strategy.transact) / 決済ごとの損益の口を探したが無い(get_transactions は約定の値と数量) / 足の終値での資産の推移を出す口が無い(渡すのは始値の表で、values は始値での評価)
i4-2-grid-maker	opp_qtradex	72	結果なし	結果なし		0.0	場合 0: adapter: QTradeX 1.8.0: execution: 待つ注文(指値・逆指値)の口を探したが無い(合図は 1 本の足でだけ効く: backtest.py 55-96 行) / 決済ごとの損益の口を探したが無い(operation.profit は財布の価値の比) / 足ごとの資産の推移を出す口が無い(states の balances は残高)
i4-2-grid-maker	opp_ziplime	6	結果なし	結果なし		0.0	場合 0: adapter: ziplime 1.19.16: execution: この adapter は成行だけを送る(ziplime.finance.execution の LimitOrder / StopOrder は在るが、決済の水準の管理と時間切れの取消を道具の口で書いていない) / 決済ごとの損益の口を探したが無い / 足ごとの資産の推移をこの adapter は取り出していない
i4-2-grid-maker	opp_qstrader	121	結果なし	結果なし		0.0	場合 0: adapter: QSTrader 0.3.0: 戦略は AlphaModel が日付ごとに目標の重みを返す形で(qstrader/alpha_model/alpha_model.py 13・22 行)、合図の足の次の始値に注文を送る口・数量や名目額で建てる口・逆指値や指値の口を探したが無い。データは日足の CSV(CSVDailyBarDataSource)で、1 分・1 時間の足を受けない
i4-2-grid-maker	opp_finmarketpy	54	結果なし	結果なし		0.0	場合 0: adapter: finmarketpy 0.11.19: Backtest.calculate_trading_PnL(br, asset_a_df, signal_df, contract_value_df, run_in_parallel)(backtest/backtestengine.py 121 行)は価格の表と建玉の割合の表から収益率の系列を出す形で、注文(種類・値・数量・時刻)・約定の記録・決済ごとの損益を返す口を探したが無い
i4-2-grid-maker	opp_pysystemtrade	3	結果なし	結果なし		0.0	場合 0: adapter: PySystemtrade (commit 8958c49c): 注文の模擬は fill_list_of_simple_orders(list_of_orders, fill_datetime, market_price) に 1 つの値を渡す形(systems/accounts/order_simulator/fills_and_orders.py、SimpleOrder は整数の数量)で、足の OHLC を受けて次の足の始値で約定させる口・逆指値・時間切れの口を探したが無い(注文の模擬器は価格の系列 1 本の次の値で約定を決める: pandl_order_si
i4-2-grid-maker	opp_qlib	21	結果なし	結果なし		0.0	場合 0: adapter: Qlib (pyqlib 0.9.7): 注文は qlib.backtest.decision.Order(stock_id, amount, direction, start_time, end_time)(decision.py 37-62 行)で値・逆指値・時間切れの欄が無く、足は qlib の自前のデータの形(dump_bin で作る bin。配布物に CSV の読み口が無い: 項目 1 の記録)からしか読まない。メモリ上の足を渡す口を探したが無い
i4-2-grid-maker	opp_hftbacktest	23	結果なし	結果なし		0.0	場合 0: adapter: hftbacktest 2.4.4: 入力は板の深さと約定の事象(BacktestAsset.data、HashMapMarketDepthBacktest: hftbacktest/__init__.py 118・189 行)で、足(OHLC)を受ける口を探したが無い。足を事象に作り直すのは adapter の計算になる
i4-2-grid-maker	opp_pytrendfollow	87	結果なし	結果なし		0.0	場合 0: adapter: PyTrendFollow (commit 439232ae): trading.accountcurve.accountCurve(instruments, positions=..., panama_prices=...) は建玉の系列と価格の系列から収益の式 4 本を出す形で(項目 2 の記録)、注文・約定の記録・決済ごとの損益を返す口を探したが無い
i4-2-grid-maker	opp_pybotters	12	結果なし	結果なし		0.0	場合 0: adapter: pybotters 1.11.2: 取引所の API の client と DataStore だけで、バックテスト(模擬の時刻・注文・約定)の口を探したが無い(項目 0・1 の記録)
i4-2-grid-maker	opp_freqtrade	75	結果なし	結果なし		0.0	場合 0: adapter: Freqtrade 2026.8: Backtesting(config) は取引所の口を作り(optimize/backtesting.py 170 行 ExchangeResolver.load_exchange)、その初期化で ccxt の load_markets を呼ぶ(exchange/exchange.py 302・472・689-713 行 = ネットワーク)。外部に何も渡さない規則のもとで取引所の市場の情報なしに走らせる口を探したが無い
i4-2-grid-maker	opp_pm_backtester	92	対応なし	2 回の実行で同じ		0.0	場合 0: MarketSnapshot: ValueError: mid_price must be within [0, 1]
i4-2-grid-maker	opp_rqalpha	53	結果なし	結果なし		0.0	場合 0: adapter: rqalpha 6.4.0: execution: この adapter は成行だけを送る(逆指値の注文は道具に無い。LimitOrder は在るが、決済の水準の管理と時間切れの取消を道具の口で書いていない) / 決済ごとの損益の口を探したが無い(EVENT.TRADE は約定) / 足ごとの資産の推移をこの adapter は取り出していない
i4-2-grid-maker	opp_pineforge	70	結果なし	結果なし		0.0	場合 0: adapter: PineForge (commit 5e62602c, native C API): execution: この driver は要求を走らせる前に決めるので、約定を見てから置く注文(待つ指値・約定値からの逆指値・利確)を渡せない(道具の C API には LIMIT / STOP の trigger がある: 項目 2 の driver が使った) / 決済ごとの損益の口を探したが無い(report の取引は entry・qty・commission) / 足ごとの資産の推移の口を探したが無い
i4-2-grid-maker	opp_quanttrader	68	結果なし	結果なし		0.0	場合 0: adapter: quanttrader 0.5.5: 決済ごとの損益を出す口を探したが無い(結果は df_trades の約定と df_positions) / 足の終値での資産を出す口を探したが無い(_equity は各足の注文の前に記録: backtest_engine.py 109-111 行)
i4-2-grid-maker	opp_fast_trade	10	結果なし	結果なし		0.0	場合 0: adapter: fast-trade 2.1.0: run_backtest(backtest, df=) は規則の表(enter / exit の条件)を OHLCV の表の全体に当てて評価し、取引は残高の全部を足の終値で行い、手数料は 1 つの comission の率(run_backtest.py 79・209 行、項目 2 の読み)。数量・名目額・注文の時刻・次の足の始値・指値・逆指値を渡す口を探したが無い
i4-2-grid-maker	opp_qflib	62	結果なし	結果なし		0.0	場合 0: adapter: qf-lib 4.0.7: execution: 指値の注文の型を探したが無い(order/execution_style.py の型は MarketOrder・MarketOnCloseOrder・StopOrder の 3 つ) / 足ごとの資産の系列を探したが無い(portfolio_eod_series は日の終わりの値)
i4-2-grid-maker	opp_zipline_reloaded	18	結果なし	結果なし		0.0	場合 0: adapter: zipline-reloaded 3.1.1: 決済ごとの損益を出す口を探したが無い(結果は transactions と portfolio_value)
i4-2-grid-maker	opp_repro_67_lumibot	67	結果なし	結果なし		0.0	場合 0: adapter: lumibot(6b4ebeda)(再現): 足ごとの資産の系列を出す口は読んだ範囲(backtesting_broker.py・order.py)に無い
i4-2-grid-maker	opp_repro_60_hikyuu	60	結果なし	結果なし		0.0	場合 0: adapter: Hikyuu System(5a1dedbd)(再現): execution: 指値の注文が無い(System は合図・逆指値・目標で翌足の始値に売買する要求だけ: hikyuu_cpp/hikyuu/trade_sys/system/System.cpp(5a1dedbd) 689-733・919-962 行) / 再現していない: 資産の曲線(getFundsCurve)は読んでいない
i4-2-grid-maker	opp_repro_15_backtestingcore	15	結果なし	結果なし		0.0	場合 0: adapter: BacktestingCore CandleSimulator(f8d81ee0)(再現): execution: 指値の注文が無い(合図は BUY / SELL / CLOSE / HOLD の 4 つで、約定は次の足の始値: backtest/src/candle_sim.rs(f8d81ee0) 525-530 行)
i4-2-grid-maker	opp_repro_8_opentrader	8	結果なし	結果なし		0.0	場合 0: adapter: OpenTrader(8b8e2459)(再現): 足ごとの資産の系列を出す口が無い(報告は注文の表と合計の損益: backtesting-report.ts 24-75 行)
i4-2-grid-maker	opp_repro_56_zvt	56	結果なし	結果なし		0.0	場合 0: adapter: zvt(8509990e)(再現): execution: 指値・逆指値の注文の型が無い(注文は long / short / close_long / close_short だけ: src/zvt/trader/sim_account.py(8509990e) 514-540 行) / 足ごとの資産の系列は読んだ範囲(sim_account.py)に無い(on_trading_close は日足の終値で建玉を評価する: 235-300 行)
i4-2-grid-maker	opp_repro_69_gobacktest	69	結果なし	結果なし		0.0	場合 0: adapter: gobacktest(719cff68)(再現): execution: 待つ注文(指値・逆指値)が無い(Exchange.OnData は何もしない: gobacktest(719cff68) execution.go 29-32 行、注文の指値は読まれない) / 足ごとの資産(statistic.go 71 行 Update)は再現していない(この場面集で資産を求める場面は、どれも gobacktest に無い口 = 逆指値・持ち越し・指標 も求める)
i4-2-grid-maker	opp_repro_11_octobot	11	結果なし	結果なし		0.0	場合 0: adapter: OctoBot-Trading(1ad2f4d6)(再現): 足ごとの資産の系列は読んだ範囲に無い
i4-2-grid-maker	opp_repro_7_superalgos	7	結果なし	結果なし		0.0	場合 0: adapter: Superalgos(9f0fb59e)(再現): 足ごとの資産の系列は読んだ範囲に無い
i4-2-grid-maker	opp_repro_52_lean	52	結果なし	結果なし		0.0	場合 0: adapter: QuantConnect LEAN FillModel(b1337938)(再現): 再現していない: 足ごとの資産は SecurityPortfolioManager の外の結果の処理にあり、読んでいない
i4-2-grid-maker	opp_repro_57_wondertrader	57	結果なし	結果なし		0.0	場合 0: adapter: WonderTrader CtaMocker(08b230dd)(再現): 再現していない: 足ごとの資産(動的損益の記録)は読んでいない
i4-2-grid-maker	opp_repro_94_mote	94	結果なし	結果なし		0.0	場合 0: adapter: mote/backtest(15bb9f1a)(再現): 再現していない: 資産の記録 eqvals(update_eqvals 774-775 行 = 現金 + 建玉の値)は読んだが再現していない(この場面集で資産を求める場面は、どれも mote に無い口 = 手数料・持ち越し・指標 も求める)
i4-2-grid-maker	opp_repro_80_hummingbot	80	結果なし	結果なし		0.0	場合 0: adapter: Hummingbot strategy_v2 backtesting(9af100d6)(再現): 再現していない: 行ごとの net_pnl_quote(45 行)から資産の系列を作る結果の処理は読んでいない
i4-2-grid-maker	opp_repro_61_barter	61	結果なし	結果なし		0.0	場合 0: adapter: barter-rs MockExchange(9770b27a)(再現): execution: 成行しか無い(validate_order_kind_supported: barter-execution/src/exchange/mock/mod.rs(9770b27a) 396-407 行、取消の要求には「only Market orders are supported」: 119 行) / 足ごとの資産の系列は読んだ範囲(mock)に無い
i4-2-grid-mtp	opp_backtrader	2	不一致	2 回の実行で同じ		0.083	場合 2: 不変条件: I1: 約定 4 は OPEN_* のはずが CLOSE_LONG
i4-2-grid-mtp	opp_backtesting	55	正解と一致	2 回の実行で同じ	選んだ	0.191	16 の場合すべて
i4-2-grid-mtp	opp_vectorbt	73	正解と一致	2 回の実行で同じ		0.141	16 の場合すべて
i4-2-grid-mtp	opp_pyalgotrade	122	正解と一致	2 回の実行で同じ		0.01	16 の場合すべて
i4-2-grid-mtp	opp_pybroker	4	不一致	2 回の実行で同じ		0.308	場合 9: 先頭 13 本の約定 [(9, 'OPEN_LONG', 980.9), (10, 'CLOSE_LONG', 976.3)] が元の実行の足 13 より前の約定 [(9, 'OPEN_LONG', 980.9), (10, 'CLOSE_LONG', 976.3), (12, 'OPEN_LONG', 971.1)] と違う(先読み)
i4-2-grid-mtp	opp_luczinsritter	16	結果なし	結果なし		0.0	場合 0: adapter: Luczinsritter/event_driven_backtesting_engine (commit 2092992): maker_tp_pct: 指値・逆指値の注文の口を探したが無い(注文は enter_long / enter_short / close_position の 3 つだけ: backtest_engine.py 74・92・110 行) / exit_execution: 指値・逆指値の注文の口を探したが無い(注文は enter_long / enter_short / close_position の 3 つだけ: backtest_
i4-2-grid-mtp	opp_vnpy	20	結果なし	結果なし		0.0	場合 0: adapter: VnPy 4.4.0 + vnpy_ctastrategy 1.4.1 (BAR): 決済ごとの損益の口を探したが無い(engine.trades は約定、calculate_result は日次の損益) / 足ごとの資産の推移の口を探したが無い(DailyResult は日次)
i4-2-grid-mtp	opp_basana	1	結果なし	結果なし		0.0	場合 0: adapter: Basana 1.11: 決済ごとの損益の口を探したが無い(残高の出入りだけ) / 足ごとの資産の推移の口を探したが無い
i4-2-grid-mtp	opp_bt	5	結果なし	結果なし		0.021	場合 0: adapter: bt 1.2.3: maker_tp_pct: 指値・逆指値の注文の口を探したが無い(bt の取引は日時の値での数量: Strategy.transact) / exit_execution: 指値・逆指値の注文の口を探したが無い(bt の取引は日時の値での数量: Strategy.transact) / 決済ごとの損益の口を探したが無い(get_transactions は約定の値と数量) / 足の終値での資産の推移を出す口が無い(渡すのは始値の表で、values は始値での評価)
i4-2-grid-mtp	opp_qtradex	72	結果なし	結果なし		0.0	場合 0: adapter: QTradeX 1.8.0: maker_tp_pct: 待つ注文(指値・逆指値)の口を探したが無い(合図は 1 本の足でだけ効く: backtest.py 55-96 行) / exit_execution: 待つ注文(指値・逆指値)の口を探したが無い(合図は 1 本の足でだけ効く: backtest.py 55-96 行) / 決済ごとの損益の口を探したが無い(operation.profit は財布の価値の比) / 足ごとの資産の推移を出す口が無い(states の balances は残高)
